role,feature_set,component,candidate,horizon,stage,fold,rounds,path,sha256
final,profile,D_t,huber,osi_target_t06h,regression,,306,versions/v1.9/models/final/lgbm_profile_D_t_huber_osi_t06h_regression_v1.9_balanced_v1_final.txt,5866cb53957d53fe4acd827b68f4f697349cd5af11d3048f3d47263fd78cbe6e
cv,profile,D_t,huber,osi_target_t24h,regression,0.0,180,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,fa88a67a4c9bf1264b9b4f36e2f41d919cb17891ae9337e1a0fb0da02a8669b0
cv,profile,D_t,huber,osi_target_t24h,regression,1.0,14,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,ea3575fe755c87210a7970bc9fedfbc012fb0c765895e5c5618298022c0cc1ec
cv,profile,D_t,huber,osi_target_t24h,regression,2.0,578,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,a98e6718a697bacba4cd75a412deed9d1a58782464bca2b2a6248612cc3fcc6b
cv,profile,D_t,huber,osi_target_t24h,regression,3.0,47,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,3265c34a43f6e2e0f9a49ad79fae251c7e93192390d785a824690ccae51d18bc
cv,profile,D_t,huber,osi_target_t24h,regression,4.0,316,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,79ea04ae168f9f37405b3809a811166debd39874dfef7b36695837ed18799fe0
final,profile,D_t,huber,osi_target_t24h,regression,,227,versions/v1.9/models/final/lgbm_profile_D_t_huber_osi_t24h_regression_v1.9_balanced_v1_final.txt,a7546392da490bffe7e03ef7ba7291bd79ef80d4912eab44b1d2ad0678558f9c
cv,profile,D_t,huber,osi_target_t48h,regression,0.0,349,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,68d3b1af0f262e36fb510aaa17e14646655cf7c0c4dac39822cb3ca16f2ce41b
cv,profile,D_t,huber,osi_target_t48h,regression,1.0,14,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,88f9a85631c8dc0cc3d5d4578bc3807cb55838006a61fcc7a4746a696369cf8e
cv,profile,D_t,huber,osi_target_t48h,regression,2.0,578,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,17eda9d93ceeb82f0f41348e07592c52d8f66c2d8a24d2981131d20851135321
cv,profile,D_t,huber,osi_target_t48h,regression,3.0,21,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,a1a2414b26fdc2f414d7d92bc09a0c78a56815fc95019e40869b628d282bfc63
cv,profile,D_t,huber,osi_target_t48h,regression,4.0,191,versions/v1.9/models/cv/lgbm_profile_D_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,bd82d42ebd4ce16eb316594d09c29035f4d8c2e7fccaef003ba86b610ba5dbde
final,profile,D_t,huber,osi_target_t48h,regression,,230,versions/v1.9/models/final/lgbm_profile_D_t_huber_osi_t48h_regression_v1.9_balanced_v1_final.txt,d613bd88b3fd8202cbeae0d1da8b9bb3d219feb6a96f3c33a899135840d0c5f3
cv,profile,D_t,l2,osi_target_t01h,regression,0.0,119,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,e6476fd2d06087adee1e67fa33b6a34acdd3438aa1134f8e76d2bb8935a5dccc
cv,profile,D_t,l2,osi_target_t01h,regression,1.0,324,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,609a1664d30b8fb572740279bf8c5e55cdf22da50db056a94b51df9ec1b13e45
cv,profile,D_t,l2,osi_target_t01h,regression,2.0,590,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,8ccaaaa89df1ce91c900422526331fb9d3a2ecce1ff45e2f1634996ebd1231fb
cv,profile,D_t,l2,osi_target_t01h,regression,3.0,260,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,36aa8aaaf0c05a0123c385070479fc511db6045f8cf35cccbcdd37a2be6f1c18
cv,profile,D_t,l2,osi_target_t01h,regression,4.0,353,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,4edc5b299413124898c462733dd8c0b2eb7d7bdd17d736155011712de93c90fd
final,profile,D_t,l2,osi_target_t01h,regression,,329,versions/v1.9/models/final/lgbm_profile_D_t_l2_osi_t01h_regression_v1.9_balanced_v1_final.txt,ed756b00da887d2f333da4f5e15e8c6a37c625d0b1c385f23041ddb3bc97d145
cv,profile,D_t,l2,osi_target_t06h,regression,0.0,174,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,fcfe34f1e46ab8d3955aa4adf040c92daccc7e32361d538932cf41d2f55b0913
cv,profile,D_t,l2,osi_target_t06h,regression,1.0,36,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,99bbd7312c2901eb86e8d43f83ab2ef0400ccbd16bba4b811f73b9f067699db3
cv,profile,D_t,l2,osi_target_t06h,regression,2.0,560,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,1183553c628e79e163deb038a2933cfb22c2c2c99a71ea40c09d95d054e27bd8
cv,profile,D_t,l2,osi_target_t06h,regression,3.0,417,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,5572fb1b71381e0c3edc53fffec45bb6cc9b051ad064e0f03d9b9484e0660aaa
cv,profile,D_t,l2,osi_target_t06h,regression,4.0,345,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,9da199be19345a260d57a759146d1c7bd1a8a5bc0f7381be0a47914320ef49f9
final,profile,D_t,l2,osi_target_t06h,regression,,306,versions/v1.9/models/final/lgbm_profile_D_t_l2_osi_t06h_regression_v1.9_balanced_v1_final.txt,2d4fea909334444332f48dcda2bd3b1af4383904321787e86912f60c05499ab3
cv,profile,D_t,l2,osi_target_t24h,regression,0.0,180,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,f23c476d1a14bdaaeba38de268ea93492747134f3061e995f30cd5d4daf078f2
cv,profile,D_t,l2,osi_target_t24h,regression,1.0,14,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,7b3e73a587ac09d9b5d75b9b8ff89367ca7e72ead362eccb8466c9a9e732b80d
cv,profile,D_t,l2,osi_target_t24h,regression,2.0,578,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,f2007b18389acbace8034f0df88d0fcf7e3049411c259e48743dc9dd575b4662
cv,profile,D_t,l2,osi_target_t24h,regression,3.0,47,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,4155ba2c6b7ce14b990709ce02326fa01c8855b5d8b66afb5b34d7a4501efc2b
cv,profile,D_t,l2,osi_target_t24h,regression,4.0,316,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,8306fb74e0cdd6211bb2ca6b4b103f85f1f056d55d60c81fbb46879418d1fd30
final,profile,D_t,l2,osi_target_t24h,regression,,227,versions/v1.9/models/final/lgbm_profile_D_t_l2_osi_t24h_regression_v1.9_balanced_v1_final.txt,c7e01ef1d6af578377029e2b7b8809c68da5c207bf22640d7df7d5ce950ac790
cv,profile,D_t,l2,osi_target_t48h,regression,0.0,349,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,e36d0e075d8e943b85f7a03e17592bede0b5de78748fa8c1703a0c2d8be26086
cv,profile,D_t,l2,osi_target_t48h,regression,1.0,14,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,38e836bf4932bf23494bdf2f16c1a3830d4f662b38177d2c7032c048ea73d8c9
cv,profile,D_t,l2,osi_target_t48h,regression,2.0,578,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,633402b6ee0848e8c7ad63a0122b12b42ba902627cff288e6e90a45560b5df07
cv,profile,D_t,l2,osi_target_t48h,regression,3.0,21,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,caef82861006a8453ef2da4e787ae81270b48e35f7072eed036d4223bd24bab3
cv,profile,D_t,l2,osi_target_t48h,regression,4.0,191,versions/v1.9/models/cv/lgbm_profile_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,504d340ec42d9f8ac6d851453e6274c4257b0cc5b8b54d7ae0f82eb28de30779
final,profile,D_t,l2,osi_target_t48h,regression,,230,versions/v1.9/models/final/lgbm_profile_D_t_l2_osi_t48h_regression_v1.9_balanced_v1_final.txt,86f432d6d722bb126263f542e370d21f2c737aa66310387945a690be9b3d59fc
cv,profile,D_t,weighted_l2,osi_target_t01h,regression,0.0,183,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,5c464a38227c4fb1c651856ed4df9a61849db8788ffb4efa2d3cd95435e6b36a
cv,profile,D_t,weighted_l2,osi_target_t01h,regression,1.0,435,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,21639eb9d6ba02d4b9c72062cd35720fd0fcd1751b8f336758148bb20969cb95
cv,profile,D_t,weighted_l2,osi_target_t01h,regression,2.0,60,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,15dfe6ebd8a198c0fade94b95880ff60cb12b486cbd1bc138479b4663e8f9e32
cv,profile,D_t,weighted_l2,osi_target_t01h,regression,3.0,650,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,8d469d40acba0ee457c0a1e229a790a5fb993d93299953bbaa1e91916127fce4
cv,profile,D_t,weighted_l2,osi_target_t01h,regression,4.0,440,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,1361cafb583eb751b1a905b99cd78789d088b8b993d269e7c4cccac001907679
final,profile,D_t,weighted_l2,osi_target_t01h,regression,,353,versions/v1.9/models/final/lgbm_profile_D_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_final.txt,5eb6ba31ead3763046722813256d5e2ce49a20bb00a0119499b8eaefc2cf6d84
cv,profile,D_t,weighted_l2,osi_target_t06h,regression,0.0,99,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,922dbed9c5ca142cc12005af20e53f03667db8c525c40a8a0c173c54da62bcfd
cv,profile,D_t,weighted_l2,osi_target_t06h,regression,1.0,129,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,14bd0f2b906cdc6f84d5d3382e69b66797d2141abd9df3023aedcc201e31753d
cv,profile,D_t,weighted_l2,osi_target_t06h,regression,2.0,140,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,9c4697cf36afcb89a691c89e8cd78d1ec94cfb31082a14f8fb0aea1d5fac244e
cv,profile,D_t,weighted_l2,osi_target_t06h,regression,3.0,469,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,f94eec5f08c92d6e0260ab96713d7d0da6e501128d0ad042d26f49214f0fc709
cv,profile,D_t,weighted_l2,osi_target_t06h,regression,4.0,131,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,4029a9c645f5e253b9884ff5a9ca4674527b7e41c66e0fbc118732aca5b1432a
final,profile,D_t,weighted_l2,osi_target_t06h,regression,,193,versions/v1.9/models/final/lgbm_profile_D_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_final.txt,d660e3b032a0aca0fb6a0d24d8c4fbcfd1d8e6fb4bb1f2b082c32e86b0d09bd2
cv,profile,D_t,weighted_l2,osi_target_t24h,regression,0.0,658,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,6392d2f718b80ba44441d0d9093d95dc7fc5b5e91f93a1112cfe55dec030902f
cv,profile,D_t,weighted_l2,osi_target_t24h,regression,1.0,125,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,f2a63b55ac573ad3cb49e9092604f504f6e17de6e955110b0fbc6be137f1e774
cv,profile,D_t,weighted_l2,osi_target_t24h,regression,2.0,580,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,652231f4b4853c23ab33088aeeaf9280b74caccf8b73c5183971e0c93bfcccd6
cv,profile,D_t,weighted_l2,osi_target_t24h,regression,3.0,64,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,d37eeed0ec4b1fd91407bf93f75779f6803ad85a89956ef592eaac8e39064baa
cv,profile,D_t,weighted_l2,osi_target_t24h,regression,4.0,273,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,904f316dc4d076d2348071fcfdd1db058fe7e3cffadcccdee18ea2ce7898b742
final,profile,D_t,weighted_l2,osi_target_t24h,regression,,340,versions/v1.9/models/final/lgbm_profile_D_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_final.txt,95f87c9ca0a265ac09b06b8cb172ad16f8951842e7bebe3157195040bd6f3d73
cv,profile,D_t,weighted_l2,osi_target_t48h,regression,0.0,1259,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,bbbca28b4673809a9904abfc92ac611a412e755862993e0bbe124782a59dc632
cv,profile,D_t,weighted_l2,osi_target_t48h,regression,1.0,159,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,92a3575dbc9409ecec51703d950f694209d669d2064a03d0835b779a4042c36d
cv,profile,D_t,weighted_l2,osi_target_t48h,regression,2.0,172,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,9f5d1d88731bb5177d6f85c87731348e2db778bdc0e0c9e53d1c0077f3f97e76
cv,profile,D_t,weighted_l2,osi_target_t48h,regression,3.0,20,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,8f3692d7d445edaa15bccd2bac993e62485165cc9255a0cfe64bbd1bd20b3628
cv,profile,D_t,weighted_l2,osi_target_t48h,regression,4.0,214,versions/v1.9/models/cv/lgbm_profile_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,d6c9ed2b2423a86e0b940abd44c7baab5b2414e3782ef40bf60e2e55c18cd9dc
final,profile,D_t,weighted_l2,osi_target_t48h,regression,,364,versions/v1.9/models/final/lgbm_profile_D_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_final.txt,fff4e0865631ef9828702ceee2258949e62ebf3890ae7133feff8e038f445574
cv,profile,R_t,huber,osi_target_t01h,regression,0.0,37,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,8fd8e32eb642bc4516864af3161c2ec28df9e4a930c25ae5c0c0dd70daf32c8c
cv,profile,R_t,huber,osi_target_t01h,regression,1.0,138,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,53099bba76e41380a573d412eacc579e80448ae72d7ba5c69392a3536a9ddcbf
cv,profile,R_t,huber,osi_target_t01h,regression,2.0,143,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,00da16b4c5384aba7d4de6cb92e42a3ccfbf133b6cee092118fe9b9d35c33e46
cv,profile,R_t,huber,osi_target_t01h,regression,3.0,76,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,15b74a3331db7fa8bfa91fa6c11e1e363eb91306de3ec9953a6bb23de5f09b15
cv,profile,R_t,huber,osi_target_t01h,regression,4.0,296,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,cd835d81e9edd3adfd00a24638b0a3ce5610a8c93591dec57d3a1893afe4ca1f
final,profile,R_t,huber,osi_target_t01h,regression,,138,versions/v1.9/models/final/lgbm_profile_R_t_huber_osi_t01h_regression_v1.9_balanced_v1_final.txt,a6c22f09c8c81aafad9ecea30c586adef5b493f40c6cb51b4da763c53418286f
cv,profile,R_t,huber,osi_target_t06h,regression,0.0,39,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,1ecc05187bbabc12082213d2c55881017487c170eef391ba93bbb5531a759fad
cv,profile,R_t,huber,osi_target_t06h,regression,1.0,105,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,0d167bf6383c0621ecc8216c72990dc8c5b28c4212688ba3ca04b9c164b561c5
cv,profile,R_t,huber,osi_target_t06h,regression,2.0,100,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,203b8257a33b1cdc93a6e41e3ddb232c1a8914f5b0e5db0e6e01ce3845b16fb5
cv,profile,R_t,huber,osi_target_t06h,regression,3.0,54,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,60b8a9821ce420c62b24086bcec5260ebdbddcb4ec11cdba2f9a31ee92f09262
cv,profile,R_t,huber,osi_target_t06h,regression,4.0,187,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,4538f82749e10d920836cea15583a6ff247dd753db6cf2761b486d916f2ac319
final,profile,R_t,huber,osi_target_t06h,regression,,97,versions/v1.9/models/final/lgbm_profile_R_t_huber_osi_t06h_regression_v1.9_balanced_v1_final.txt,110ecd5028c5e2b2848f36fe3321bcd7bfa37e4e514476c60460dec5639f4a31
cv,profile,R_t,huber,osi_target_t24h,regression,0.0,22,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,5b1ff6abe5c4cd4674a2ece8fa1a03b8887805bef8b4618964308060d7f59856
cv,profile,R_t,huber,osi_target_t24h,regression,1.0,111,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,f3adba9bac9163da1e4e59be515dfcf639b2cb6447c8e084425b5592a64a0a5d
cv,profile,R_t,huber,osi_target_t24h,regression,2.0,168,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,8a363d6936413c31abb7d58d6d43c5df273417aadc261b4ac7a14b279f4e52f4
cv,profile,R_t,huber,osi_target_t24h,regression,3.0,12,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,0e6fed26a6b3d5248b9cb72dcea4c0fb40b630e91d14fede0b838087beee082d
cv,profile,R_t,huber,osi_target_t24h,regression,4.0,91,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,53d29d672bb1a96ec7bde48b8bbf05ae741be9a3d506ce3b5157b77b896b51d6
final,profile,R_t,huber,osi_target_t24h,regression,,80,versions/v1.9/models/final/lgbm_profile_R_t_huber_osi_t24h_regression_v1.9_balanced_v1_final.txt,4d5356e489a0ad17bcabd9118989c608f84c48a910f475a24d529f59983e6ea0
cv,profile,R_t,huber,osi_target_t48h,regression,0.0,19,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,2a1cd841b06272e09eec648f7e362ff2c0b865cebe6b500cbc88bf4072066057
cv,profile,R_t,huber,osi_target_t48h,regression,1.0,50,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,47edd944ebd94059bea5b821372b254f953ff21b46c018f2d7562f5a939ea074
cv,profile,R_t,huber,osi_target_t48h,regression,2.0,116,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,41da2548c3b62d1d46ed2b9aefb65ee50a671799e15956912855c0651f8654c7
cv,profile,R_t,huber,osi_target_t48h,regression,3.0,14,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,ce998b1034e2d49a980ddf8e042210e814e28682b0c0fa5b1fdc5e39ced3af24
cv,profile,R_t,huber,osi_target_t48h,regression,4.0,100,versions/v1.9/models/cv/lgbm_profile_R_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,a932df0d501e33f79712ac935e61b307ae4e97027039e815a7acfff189a67c4e
final,profile,R_t,huber,osi_target_t48h,regression,,59,versions/v1.9/models/final/lgbm_profile_R_t_huber_osi_t48h_regression_v1.9_balanced_v1_final.txt,d9e5ddd407c94b6e9926f865360701e1454424f58b4e7ad9b2867fbc2e495a79
cv,profile,R_t,tweedie,osi_target_t01h,regression,0.0,225,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,6acac9f5a06f0290b7249d10ce869014e62ec044f807ac3642eb691fa48f2fe7
cv,profile,R_t,tweedie,osi_target_t01h,regression,1.0,209,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,f76429af020df4e10e6b3531d43be6889dbbd58553b3ac307c90d7a5dd9cd4e9
cv,profile,R_t,tweedie,osi_target_t01h,regression,2.0,133,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,1f6d459b77fe2375c0fa5792d82b94a76581e4b26eba78a1ae270371427dbcb6
cv,profile,R_t,tweedie,osi_target_t01h,regression,3.0,111,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,7504894188a085fc139dded58ec53c11daf3fc1c301497fb0e9cf37cac9e958b
cv,profile,R_t,tweedie,osi_target_t01h,regression,4.0,106,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,5c349fe51cecd968346c32e0355fa0cf07b390a592cc0fd3c27a10f07e5eed08
final,profile,R_t,tweedie,osi_target_t01h,regression,,156,versions/v1.9/models/final/lgbm_profile_R_t_tweedie_osi_t01h_regression_v1.9_balanced_v1_final.txt,48ca33578e51339b9c563f150447ef6e94a841f98e550abd80f70b369fce08cf
cv,profile,R_t,tweedie,osi_target_t06h,regression,0.0,156,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,86f429b76854938b6d6ee7f318a2b296a8f0d00c0c3d6b68666556ecdd1c4c9f
cv,profile,R_t,tweedie,osi_target_t06h,regression,1.0,170,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,e546db2cda0e47f51dcea54d9bd01fbf2a0559c157e7bcd7caf68eb627279328
cv,profile,R_t,tweedie,osi_target_t06h,regression,2.0,108,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,14cce9d1afe3040bcdce7a0c3e7fcd60c6d531ebb4800449f1df72de8196af55
cv,profile,R_t,tweedie,osi_target_t06h,regression,3.0,101,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,5f023793465ba6f6b45930d1cc921cf75bcb2bad3db351914b2c9371dcdf3d90
cv,profile,R_t,tweedie,osi_target_t06h,regression,4.0,87,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,041c4e2cbd0c7c5a625db6197609a9b3bef63c1ced6ece16e1311bd75d34005e
final,profile,R_t,tweedie,osi_target_t06h,regression,,124,versions/v1.9/models/final/lgbm_profile_R_t_tweedie_osi_t06h_regression_v1.9_balanced_v1_final.txt,6665cb0c0d8d61f2897a4759f612c2df1813216d95fbd44d18ed813e8c6f34a7
cv,profile,R_t,tweedie,osi_target_t24h,regression,0.0,162,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,4a6f332c47dbabce9e255535916bbbc3ca1a4ff94c92ca04dd3686204301e135
cv,profile,R_t,tweedie,osi_target_t24h,regression,1.0,110,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,8e03c07d368d6a227b5b467bd20594a3b0bd4e79daedcaf7db5aee16e186d904
cv,profile,R_t,tweedie,osi_target_t24h,regression,2.0,135,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,e674a4c06ffd5a3b1368ad00896b4484be8a1bb1008c7b61b98920b289eb43b9
cv,profile,R_t,tweedie,osi_target_t24h,regression,3.0,144,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,8baa079a9e7611c9835908acf6d3ea59d0d9d77d5e53608b442576d05c9bd458
cv,profile,R_t,tweedie,osi_target_t24h,regression,4.0,118,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,508033c88bacc2d5656129303257300a4ea5fa0444597be4f311b8c254d5618b
final,profile,R_t,tweedie,osi_target_t24h,regression,,133,versions/v1.9/models/final/lgbm_profile_R_t_tweedie_osi_t24h_regression_v1.9_balanced_v1_final.txt,d2c2fc2b5d5fe60c42d028966c5b4c76f9a882ef97263e8b05e4d2aa20d1c72c
cv,profile,R_t,tweedie,osi_target_t48h,regression,0.0,170,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,88f571b0e7bc32d7b20650bbc1a1a8318b357b14f7084539eb1206c0a83c47d5
cv,profile,R_t,tweedie,osi_target_t48h,regression,1.0,87,versions/v1.9/models/cv/lgbm_profile_R_t_tweedie_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,6ca8ee4a67f595b3478f7840a88decb64e17488873448af691b096c289d30063
